,Model,Prompt,Keywords,Type,Emotion,V,A,D,Valence,Arousal,Dominance,Emoji,Full_Prompt,Output
192,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,furious,-4.0,4.0,1.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: -4, 4, and 1.
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
193,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,sad,-4.0,-2.0,-4.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: -4, -2, and -4.
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
194,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,devastated,-5.0,1.0,-2.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: -5, 1, and -2.
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
195,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,ashamed,-3.0,-1.0,-4.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: -3, -1, and -4.
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
196,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,embarrassed,-4.0,2.0,-2.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: -4, 2, and -2.
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
197,gpt_4,conversation,"friends, movie, yesterday",VAD_Numeric,guilty,-4.0,0.0,-4.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: -4, 0, and -4.
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
198,gpt_4,conversation,"friends, movie, yesterday",Emojis,grateful,,,,,,,😊,,
199,gpt_4,conversation,"friends, movie, yesterday",Emojis,joyful,,,,,,,😁,,
200,gpt_4,conversation,"friends, movie, yesterday",Emojis,content,,,,,,,😌,,
201,gpt_4,conversation,"friends, movie, yesterday",Emojis,surprised,,,,,,,😯,,
202,gpt_4,conversation,"friends, movie, yesterday",Emojis,excited,,,,,,,😃,,
203,gpt_4,conversation,"friends, movie, yesterday",Emojis,impressed,,,,,,,🙂,,
204,gpt_4,conversation,"friends, movie, yesterday",Emojis,proud,,,,,,,🤩,,
205,gpt_4,conversation,"friends, movie, yesterday",Emojis,anxious,,,,,,,😃,,
206,gpt_4,conversation,"friends, movie, yesterday",Emojis,afraid,,,,,,,😨,,
207,gpt_4,conversation,"friends, movie, yesterday",Emojis,terrified,,,,,,,😱,,
208,gpt_4,conversation,"friends, movie, yesterday",Emojis,annoyed,,,,,,,😒,,
209,gpt_4,conversation,"friends, movie, yesterday",Emojis,angry,,,,,,,😡,,
210,gpt_4,conversation,"friends, movie, yesterday",Emojis,furious,,,,,,,🤬,,
211,gpt_4,conversation,"friends, movie, yesterday",Emojis,sad,,,,,,,🙁,,
212,gpt_4,conversation,"friends, movie, yesterday",Emojis,devastated,,,,,,,😭,,
213,gpt_4,conversation,"friends, movie, yesterday",Emojis,ashamed,,,,,,,😳,,
214,gpt_4,conversation,"friends, movie, yesterday",Emojis,embarrassed,,,,,,,😥,,
215,gpt_4,conversation,"friends, movie, yesterday",Emojis,guilty,,,,,,,😬,,
216,gpt_4,conversation,"Italy, therapist, partner",Emotion,grateful,,,,,,,,,
217,gpt_4,conversation,"Italy, therapist, partner",Emotion,joyful,,,,,,,,,
218,gpt_4,conversation,"Italy, therapist, partner",Emotion,content,,,,,,,,,
219,gpt_4,conversation,"Italy, therapist, partner",Emotion,surprised,,,,,,,,,
220,gpt_4,conversation,"Italy, therapist, partner",Emotion,excited,,,,,,,,,
221,gpt_4,conversation,"Italy, therapist, partner",Emotion,impressed,,,,,,,,,
222,gpt_4,conversation,"Italy, therapist, partner",Emotion,proud,,,,,,,,,
223,gpt_4,conversation,"Italy, therapist, partner",Emotion,anxious,,,,,,,,,
224,gpt_4,conversation,"Italy, therapist, partner",Emotion,afraid,,,,,,,,,
225,gpt_4,conversation,"Italy, therapist, partner",Emotion,terrified,,,,,,,,,
226,gpt_4,conversation,"Italy, therapist, partner",Emotion,annoyed,,,,,,,,,
227,gpt_4,conversation,"Italy, therapist, partner",Emotion,angry,,,,,,,,,
228,gpt_4,conversation,"Italy, therapist, partner",Emotion,furious,,,,,,,,,
229,gpt_4,conversation,"Italy, therapist, partner",Emotion,sad,,,,,,,,,
230,gpt_4,conversation,"Italy, therapist, partner",Emotion,devastated,,,,,,,,,
231,gpt_4,conversation,"Italy, therapist, partner",Emotion,ashamed,,,,,,,,,
232,gpt_4,conversation,"Italy, therapist, partner",Emotion,embarrassed,,,,,,,,,
233,gpt_4,conversation,"Italy, therapist, partner",Emotion,guilty,,,,,,,,,
234,gpt_4,conversation,"Italy, therapist, partner",VAD,grateful,,,,Very High Valence,Moderate Arousal,Low Dominance,,,
235,gpt_4,conversation,"Italy, therapist, partner",VAD,joyful,,,,Very High Valence,High Arousal,High Dominance,,,
236,gpt_4,conversation,"Italy, therapist, partner",VAD,content,,,,Very High Valence,High Arousal,Very High Dominance,,,
237,gpt_4,conversation,"Italy, therapist, partner",VAD,surprised,,,,High Valence,Very High Arousal,Moderate Dominance,,,
238,gpt_4,conversation,"Italy, therapist, partner",VAD,excited,,,,Very High Valence,Very High Arousal,High Dominance,,,
239,gpt_4,conversation,"Italy, therapist, partner",VAD,impressed,,,,High Valence,High Arousal,Low Dominance,,,
240,gpt_4,conversation,"Italy, therapist, partner",VAD,proud,,,,Very High Valence,High Arousal,Very High Dominance,,,
241,gpt_4,conversation,"Italy, therapist, partner",VAD,anxious,,,,Moderate Valence,High Arousal,Moderate Dominance,,,
242,gpt_4,conversation,"Italy, therapist, partner",VAD,afraid,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
243,gpt_4,conversation,"Italy, therapist, partner",VAD,terrified,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
244,gpt_4,conversation,"Italy, therapist, partner",VAD,annoyed,,,,Low Valence,Moderate Arousal,Moderate Dominance,,,
245,gpt_4,conversation,"Italy, therapist, partner",VAD,angry,,,,Low Valence,High Arousal,High Dominance,,,
246,gpt_4,conversation,"Italy, therapist, partner",VAD,furious,,,,Low Valence,Very High Arousal,High Dominance,,,
247,gpt_4,conversation,"Italy, therapist, partner",VAD,sad,,,,Very Low Valence,Low Arousal,Low Dominance,,,
248,gpt_4,conversation,"Italy, therapist, partner",VAD,devastated,,,,Moderate Valence,High Arousal,Low Dominance,,,
249,gpt_4,conversation,"Italy, therapist, partner",VAD,ashamed,,,,Low Valence,Mid Arousal,Low Dominance,,,
250,gpt_4,conversation,"Italy, therapist, partner",VAD,embarrassed,,,,Low Valence,High Arousal,Low Dominance,,,
251,gpt_4,conversation,"Italy, therapist, partner",VAD,guilty,,,,Low Valence,High Arousal,Low Dominance,,,
252,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,grateful,2.0,0.0,-2.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: 2, 0, and -2.
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
253,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,joyful,4.0,1.0,1.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: 4, 1, and 1.
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
254,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,content,4.0,0.0,2.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: 4, 0, and 2.
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
255,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,surprised,1.0,2.0,-2.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: 1, 2, and -2.
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
256,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,excited,2.0,4.0,1.0,,,,,"Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like ""happy,"" ""joyful,"" or ""excited"" have positive valence, whereas words like ""sad,"" ""angry,"" or ""frustrated"" have negative valence.
It essentially measures the degree of pleasantness or unpleasantness of the emotion.              

Arousal indicates the level of alertness, excitement, or energy associated with an emotion. It ranges from high arousal (e.g., excitement, anger) to low arousal (e.g., calm, boredom). In text, high-arousal words might include ""thrilled,"" ""furious,"" or ""ecstatic,"" while low-arousal words could be ""relaxed,"" ""content,"" or ""lethargic.""
This dimension measures how stimulating or soothing the emotional state is.

Dominance reflects the degree of control, influence, or power that one feels in a particular emotional state. High dominance implies feelings of control and empowerment, while low dominance suggests feelings of submissiveness or lack of control. In text, emotions like ""confident,"" ""powerful,"" or ""authoritative"" would have high dominance, whereas ""helpless,"" ""weak,"" or ""submissive"" would have low dominance.
It gauges the extent to which an individual feels in control or overpowered by the emotion.

Now, assume you are a normal human. Say a line of natural dialogue based on the given keywords. Just add connective words and do not add any new information to the output sentence.

For example: 

Emotion: Very High Valence, High Arousal, Very High Dominance
Keywords: 'running', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: Very Low Valence, Low Arousal, Low Dominance
Keywords: 'banana', 'plant', 'brown'
Dialogue: It really sucks that my banana plant is turning brown

Emotion: Very High Valence, Very High Arousal, High Dominance
Keywords: ""visit"", ""parents"", ""month""
Dialogue: I'm finally going to visit my parents next month!

Now, respond to the following:
Emotion: 2, 4, and 1.
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:","Valence refers to the intrinsic attractiveness or averseness of an event, object, or situation. In the context of emotions in text, valence represents the positivity or negativity of the emotion expressed. For example, words like happy, joyful, or excited have positive valence, whereas words like sad, angry, or frustrated have negative valence."
